IDQUEST	ANY_NAIX	P1	P2	P3_A	P3_B	P3_C	P3_D	P3BIS	P4_A	P4_B	P4_C	P4_D	P5_A	P5_B	P5_C	P5_D	P6	P7	P8_A	P8_B	P8_C	P8_D	P9_A	P9_B	P9_C	P9_D	P10	P11	P15	P17	P18	P22	P23	P25	P26	P30	P31	P35	P39	P40	P42	P43	P47	P48	P50A	P50B	P50C	P51A	P51B	P51C	P56	P60	P64	P65	P66	P70	P73	P74	P75	P79	P81	P85	P89	P93	P97	P101	P105	P109	P116	P117	P118	P119	P120	P121	P122	P123	P124	P128A_1	P128A_2	P128A_3	P128A_4	P128B_1	P128B_2	P128B_3	P128B_4	P128C_1	P128C_2	P128C_3	P128C_4	P128D_1	P128D_2	P128D_3	P128D_4	P128E_1	P128E_2	P128E_3	P128E_4	P129	P130	P130A	P130B	P131	P132	P134	P135	SEXE	SIT_PROF	AMBIT_TERRITORIAL	EDAT_5	CAL
224418	1992	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	108	2	1	2	1	1	1	1	1	1	2	4	3	2	6	108	3	2	6	108	6	6	1	1	3	6	108	0	 	 	 	 	 	 	2	1	2	 	99	1	3	 	4	88	1	1	4	1	1	1	1	5	99	1	2	2	5	3	3	1	2	10	10	10	10	10	10	10	10	 	 	 	 	10	10	10	10	5	5	5	5	1	1	 	 	3	2009	2	2	6	5	5	3	528639
224518	1991	197	 	1	1	1	2	 	1	1	1	2	 	 	 	 	197	197	1	2	1	1	1	1	1	1	3	8	3	3	8	197	3	3	8	197	8	8	1	1	3	8	197	1	1	 	 	8	 	 	9	8	2	 	99	1	2	 	8	5	5	5	5	5	5	5	5	8	5	4	2	1	5	3	2	99	8	2	1	1	0	6	5	6	3	 	 	 	 	2	2	2	1	2	2	3	2	2	2	 	 	3	2007	3	2	1	4	5	3	554031
224618	1990	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	4	1	1	3	2	2	1	3	1	1	2	1	2	 	3	6	107	0	 	 	 	 	 	 	9	1	2	 	99	1	2	 	9	1	1	1	1	1	1	1	1	9	2	1	1	2	3	2	2	1	7	10	10	10	10	10	10	10	9	 	 	 	 	5	3	6	1	10	10	10	9	2	2	 	 	1	0	4	1	6	4	5	3	514808
224718	1979	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	2	2	1	2	1	1	1	2	1	1	97	1	1	1	1	1	1	0	 	 	 	 	 	 	2	2	2	 	99	1	2	 	3	2	2	2	2	2	2	3	2	2	1	2	2	2	1	2	2	1	2	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	6	5	8	6	2	1	 	 	1	0	3	1	1	4	5	5	508153
224818	1969	2	 	1	1	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	4	2	2	5	2	2	99	5	2	97	97	1	1	1	4	1	1	1	 	 	1	 	 	3	4	2	 	99	8	 	 	99	99	3	3	3	99	99	3	5	99	1	2	2	2	2	99	2	2	3	6	5	0	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1977	2	1	6	99	5	7	451882
224918	1997	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	1	2	 	2	 	 	 	3	3	1	99	3	99	2	99	5	2	1	5	1	1	1	3	1	0	 	 	 	 	 	 	3	1	2	 	99	1	2	 	1	88	3	3	1	1	1	5	1	5	3	3	2	2	3	2	2	2	3	10	10	5	10	10	10	5	10	 	 	 	 	0	0	0	0	5	5	0	0	2	2	 	 	1	0	2	1	1	4	5	2	539548
225018	1954	3	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	1	2	 	 	 	2	 	 	 	2	1	2	2	5	2	2	2	5	2	5	97	1	1	1	1	1	2	1	1	 	1	1	 	3	3	2	 	99	1	2	 	3	3	1	1	1	1	1	1	1	99	1	1	2	2	1	2	2	2	3	7	7	4	0	9	9	9	8	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1955	2	1	6	4	5	10	451882
225118	1971	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	2	2	1	2	1	1	2	2	2	2	1	5	2	 	1	1	1	1	1	 	 	2	 	 	3	3	1	2	3	1	3	 	3	2	3	3	2	2	99	3	2	3	2	2	2	2	2	2	2	2	3	10	10	10	8	10	10	10	8	 	 	 	 	0	0	0	0	6	4	6	6	2	2	 	 	1	0	3	1	6	5	5	7	454146
225218	1991	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	1	1	2	2	1	1	1	5	2	1	3	1	2	97	5	1	1	1	1	1	0	 	 	 	 	 	 	1	1	2	 	99	1	2	 	1	2	1	1	2	1	1	5	2	2	4	1	2	2	3	2	2	2	1	10	10	10	8	10	10	10	10	 	 	 	 	5	5	6	2	8	8	8	6	2	1	 	 	1	0	3	1	6	4	5	3	514808
225318	1998	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	2	 	2	 	 	 	5	5	3	2	5	2	3	3	5	2	5	5	2	 	3	5	2	0	 	 	 	 	 	 	4	5	1	1	2	7	 	 	99	99	2	2	5	5	5	5	5	5	2	3	3	2	1	1	1	2	9	10	6	9	3	10	10	10	10	 	 	 	 	3	1	2	3	5	3	7	7	1	1	 	 	3	2016	2	2	1	99	5	1	554031
225418	1966	998	998	1	2	2	 	 	1	1	2	 	 	 	 	 	998	139	2	 	 	 	1	1	2	 	4	6	3	99	6	998	3	99	6	998	6	6	1	2	3	6	998	5	3	3	3	6	6	6	6	6	1	2	8	1	3	 	8	88	5	5	5	5	5	5	5	8	5	4	5	4	4	99	99	1	99	1	0	0	0	5	3	3	0	 	 	 	 	10	10	0	0	0	0	0	0	1	1	 	 	3	2002	1	2	1	5	5	8	518493
225518	1981	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	4	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	 	1	1	 	1	1	2	 	99	1	1	3	99	1	1	1	1	1	1	1	99	1	1	1	2	2	1	2	2	1	1	10	10	10	10	10	10	10	10	 	 	 	 	1	1	1	0	1	1	1	0	2	99	 	 	1	0	3	1	1	2	5	5	508153
225618	1991	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	2	1	1	4	1	1	1	3	1	1	1	1	1	1	1	1	1	0	 	 	 	 	 	 	1	2	2	 	99	1	2	 	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	9	10	10	10	9	10	9	10	9	 	 	 	 	2	1	3	0	7	6	7	5	2	1	 	 	1	0	4	2	1	4	5	3	539548
225718	1993	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	2	3	2	3	5	2	1	3	1	1	5	1	1	1	1	5	2	0	 	 	 	 	 	 	3	2	1	1	3	1	3	 	3	3	3	3	2	2	2	3	2	3	1	2	2	2	2	2	2	1	3	10	10	10	10	10	10	10	10	 	 	 	 	1	1	1	1	8	6	9	7	2	2	 	 	1	0	4	1	6	5	5	2	514808
225818	1957	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	 	 	1	 	 	2	2	2	 	99	1	1	2	3	2	2	3	1	1	2	3	3	2	1	2	2	2	2	2	2	1	2	10	10	10	8	10	10	10	9	 	 	 	 	3	2	2	0	0	0	0	0	1	1	 	 	1	0	3	1	1	1	5	10	504925
225918	1968	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	2	1	2	2	 	 	 	4	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	 	1	1	 	2	2	2	 	99	1	2	 	2	2	2	2	2	1	1	2	2	1	2	1	2	2	1	2	2	2	1	10	10	10	9	10	10	10	9	 	 	 	 	0	0	0	0	4	3	4	0	1	1	 	 	1	0	3	1	6	4	5	7	454146
226018	1980	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	3	3	2	2	5	2	2	2	5	2	5	5	1	1	1	4	2	1	1	 	 	2	 	 	5	5	2	 	99	1	2	 	3	3	5	5	5	5	5	5	5	5	99	98	1	99	3	99	3	99	99	10	10	8	9	10	10	10	10	 	 	 	 	0	0	0	0	10	8	10	8	2	2	 	 	1	0	4	1	1	4	5	5	508153
226118	1970	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	 	1	1	 	1	2	2	 	99	8	 	 	99	99	2	2	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	10	10	8	7	10	7	7	7	 	 	 	 	0	0	0	0	4	0	3	1	2	1	 	 	1	0	2	1	6	99	5	7	454146
226218	1998	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	4	1	1	3	1	1	1	2	1	1	1	1	3	 	 	 	 	0	 	 	 	 	 	 	1	1	1	1	2	7	 	 	99	99	1	2	1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	10	10	10	10	10	8	10	9	 	 	 	 	1	0	0	0	8	7	9	8	2	1	 	 	1	0	3	1	6	99	5	1	514808
226318	1969	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	2	2	 	2	 	 	 	4	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	 	1	1	 	1	1	2	 	99	1	1	1	99	2	1	2	1	1	99	2	2	1	1	1	4	2	1	3	3	1	2	10	7	10	6	10	6	10	6	 	 	 	 	0	0	0	0	4	0	0	0	2	99	 	 	1	0	2	1	1	3	5	7	504925
226418	1962	2	 	1	1	2	 	 	1	1	1	1	 	 	 	 	2	2	1	2	2	 	1	2	2	 	2	5	3	3	5	999	3	3	5	999	5	5	1	2	3	5	999	4	3	3	3	5	5	5	4	4	2	 	99	1	2	 	4	88	4	4	3	4	4	99	5	5	5	3	2	1	2	2	1	2	9	10	5	10	5	10	10	10	10	 	 	 	 	2	2	2	1	2	1	1	0	2	1	 	 	3	2009	4	3	1	4	5	9	518493
226518	1956	3	 	1	1	1	2	 	1	1	1	1	 	 	 	 	3	1	2	 	 	 	2	 	 	 	2	1	2	2	1	3	2	2	1	1	2	2	1	1	1	1	1	2	1	1	 	1	1	 	3	2	2	 	99	1	2	 	3	3	3	3	3	3	3	3	3	3	4	2	2	2	4	3	2	1	2	10	10	10	5	10	10	10	10	 	 	 	 	3	3	3	3	0	0	0	0	2	99	 	 	2	1974	4	1	6	4	5	10	451882
226618	2000	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	2	2	 	3	1	1	4	1	2	1	4	1	1	1	1	3	 	 	 	 	0	 	 	 	 	 	 	1	2	2	 	99	1	1	3	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	1	2	10	10	10	10	10	9	10	10	 	 	 	 	4	3	3	2	6	5	6	5	2	2	 	 	1	0	4	1	1	2	5	1	539548
226718	1983	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	0	 	 	 	 	 	 	1	1	2	 	99	1	3	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	10	10	10	10	10	10	10	10	 	 	 	 	5	0	5	0	8	5	8	7	2	1	 	 	1	0	4	1	6	5	5	4	432479
226818	1958	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	1	5	2	2	1	5	2	5	5	1	1	2	5	2	3	1	1	1	5	5	5	5	5	2	 	99	9	2	 	4	4	5	5	5	5	5	5	5	5	1	4	1	1	4	2	2	1	3	10	10	10	0	10	10	10	8	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	2	1964	1	1	6	4	5	9	451882
226918	1977	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	4	2	2	2	1	1	1	2	2	1	5	5	1	1	1	2	2	2	1	1	 	1	1	 	2	2	2	 	99	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	10	10	10	10	10	10	10	10	 	 	 	 	2	0	0	0	5	4	4	4	2	99	 	 	1	0	3	1	6	3	5	6	432479
227018	2000	108	 	1	1	1	1	 	1	1	1	1	 	 	 	 	108	2	1	1	1	1	2	 	 	 	4	8	3	3	6	108	3	1	6	108	6	6	3	 	 	 	 	0	 	 	 	 	 	 	4	4	1	1	1	7	 	 	99	99	1	5	1	1	1	1	1	4	2	3	2	2	2	1	2	1	3	10	9	10	10	10	10	10	10	 	 	 	 	3	2	3	2	6	5	4	6	2	2	 	 	1	0	3	1	1	99	5	1	539548
227118	1956	1	 	1	1	1	2	 	1	1	1	1	 	 	 	 	1	3	2	 	 	 	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	3	 	 	 	 	0	 	 	 	 	 	 	1	2	2	 	99	1	1	1	2	2	2	2	1	1	1	4	1	2	1	1	2	2	4	1	99	1	2	10	10	10	4	10	10	10	9	 	 	 	 	4	2	2	1	3	1	1	1	2	1	 	 	1	0	3	1	1	3	5	10	504925
227218	2001	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	4	2	1	3	2	2	1	3	1	1	5	1	3	 	 	 	 	0	 	 	 	 	 	 	2	2	1	1	2	7	 	 	99	99	4	4	3	4	3	4	4	2	1	1	2	2	2	1	1	99	3	10	10	10	10	10	10	10	10	 	 	 	 	2	1	1	1	9	9	9	9	2	99	 	 	1	0	3	1	6	99	5	1	514808
227318	1944	1	 	1	1	1	2	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	4	1	1	2	1	1	1	2	1	1	97	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	 	99	4	2	 	1	1	1	1	1	1	1	1	1	99	1	1	1	5	4	99	1	1	1	10	10	10	10	7	7	5	5	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	1	0	2	1	1	4	5	12	474319
227418	1975	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	1	1	2	3	3	1	2	1	1	2	2	5	2	1	97	1	1	1	4	999	1	3	 	 	1	 	 	2	99	2	 	99	1	3	 	6	88	1	2	1	1	1	2	1	2	1	1	1	2	4	3	3	1	1	10	10	10	10	10	10	10	10	 	 	 	 	9	8	9	5	10	9	10	10	2	2	 	 	1	0	4	1	1	5	5	6	508153
227518	1977	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	2	1	2	2	 	 	 	5	2	2	2	5	2	2	2	5	2	5	5	1	1	1	5	2	3	1	1	1	2	2	2	4	3	1	1	1	1	2	 	1	1	3	3	3	1	1	3	3	2	98	2	2	2	1	2	2	99	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	5	1	5	2	1	1	 	 	1	0	4	1	6	4	5	6	432479
227618	1975	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	2	 	1	1	1	1	4	4	2	2	5	2	2	2	5	2	5	5	1	1	1	4	1	2	1	1	 	4	4	 	4	4	2	 	99	1	2	 	3	3	3	3	4	3	3	3	4	3	2	2	2	2	1	2	2	1	3	9	9	9	8	10	10	10	10	 	 	 	 	7	8	7	7	4	3	3	3	2	99	 	 	1	0	3	1	1	4	5	6	508153
227718	1947	1	 	1	1	1	2	 	1	1	1	1	 	 	 	 	1	3	2	 	 	 	2	 	 	 	3	2	1	2	1	1	2	1	1	99	3	99	1	1	2	4	3	3	1	1	1	1	1	1	3	5	2	 	99	4	3	 	2	3	1	1	1	99	99	99	3	99	98	1	2	2	3	1	2	2	3	7	7	5	0	9	7	9	9	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	1	0	2	1	6	5	5	12	491824
227818	1974	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	2	2	5	2	2	2	5	2	5	5	2	 	1	5	2	2	1	1	 	5	5	 	5	5	2	 	99	1	2	 	3	3	5	5	5	5	5	5	5	5	1	3	2	2	2	1	1	2	3	10	7	10	5	10	10	10	10	 	 	 	 	0	0	0	0	1	0	0	0	2	2	 	 	1	0	2	1	6	4	5	6	432479
227918	1940	1	998	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	1	1	1	1	99	1	2	1	1	1	4	1	1	97	97	2	 	1	1	1	0	 	 	 	 	 	 	1	1	2	 	99	4	2	 	1	1	1	1	1	1	1	1	1	99	1	1	2	5	2	2	1	1	9	9	9	9	9	10	10	10	10	 	 	 	 	8	5	7	5	0	0	0	0	2	2	 	 	1	0	4	1	6	4	5	13	491824
228018	1955	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	3	2	 	 	 	1	2	2	 	2	3	1	2	1	1	1	2	1	1	1	1	1	1	2	3	2	2	1	1	 	1	1	 	3	2	2	 	99	1	1	1	3	3	3	3	1	1	1	3	3	3	1	2	2	2	2	2	2	2	3	10	10	10	10	10	10	10	9	 	 	 	 	4	0	0	0	0	0	0	0	2	2	 	 	1	0	3	1	6	3	5	10	454146
228118	1965	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	3	3	1	3	1	1	1	2	1	1	1	1	1	1	1	5	2	1	1	 	 	1	 	 	1	1	2	 	99	1	1	1	99	1	1	1	1	1	1	3	1	1	1	2	2	2	1	1	1	2	1	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	2	1	1	3	5	8	504925
228218	1943	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	3	1	2	1	1	1	2	1	1	1	1	1	1	2	3	2	3	1	1	1	3	3	3	1	1	2	 	99	4	2	 	3	3	1	1	1	1	1	1	1	99	1	1	2	2	1	2	2	1	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	4	1	1	4	5	12	474319
228318	1964	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	2	 	 	 	2	 	 	 	2	2	2	1	5	2	2	1	5	2	97	97	1	1	1	1	2	1	1	 	 	5	 	 	3	3	2	 	99	1	2	 	2	2	2	2	2	1	1	1	1	3	1	2	2	2	1	2	2	1	1	10	10	10	10	10	10	10	10	 	 	 	 	1	1	3	1	0	0	0	0	2	2	 	 	1	0	3	1	1	4	5	8	504925
228418	1966	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	 	 	1	 	 	1	1	2	 	99	1	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	9	10	10	10	9	10	10	10	10	 	 	 	 	5	0	5	0	6	5	7	6	1	2	 	 	1	0	4	1	6	4	5	8	454146
228518	1938	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	1	99	2	2	5	2	2	2	5	2	97	97	2	 	2	5	2	3	1	1	1	5	5	5	5	5	2	 	99	4	3	 	5	5	5	5	5	5	5	5	5	99	1	4	5	2	1	1	1	2	5	3	3	2	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1955	2	1	6	5	5	13	489370
228618	1975	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	5	1	2	1	1	1	2	1	1	1	1	1	1	2	5	2	0	 	 	 	 	 	 	2	1	2	 	99	1	1	2	1	3	1	1	1	1	1	3	1	3	3	1	2	2	1	99	2	1	2	10	10	9	6	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	1	0	3	1	1	1	5	6	508153
228718	1991	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	3	1	1	3	1	1	1	4	1	1	1	1	2	 	3	5	2	0	 	 	 	 	 	 	2	1	1	1	2	1	2	 	4	4	2	3	1	1	1	5	1	2	2	2	2	2	2	1	1	1	2	10	10	10	8	10	10	10	9	 	 	 	 	3	2	1	0	8	8	8	7	2	1	 	 	1	0	3	1	6	4	5	3	514808
228818	1968	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	1	1	1	1	1	1	1	4	3	2	1	5	2	3	2	3	1	5	3	1	1	1	3	2	2	1	1	 	9	9	 	3	3	1	1	3	1	2	 	3	3	3	3	3	3	2	3	3	3	1	2	2	1	3	1	2	1	3	9	9	9	8	8	8	8	8	 	 	 	 	5	5	6	5	6	6	6	5	1	99	 	 	1	0	4	1	6	4	5	7	454146
228918	1941	2	 	1	1	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	1	5	2	2	1	5	2	5	5	2	 	2	5	2	2	1	1	 	5	5	 	5	5	2	 	99	8	 	 	99	99	5	5	5	5	5	5	5	99	2	4	5	1	3	2	2	2	5	4	4	4	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	2	1	6	99	5	13	491824
229018	1988	998	 	1	1	2	 	 	1	1	1	1	 	 	 	 	998	2	2	 	 	 	1	1	1	1	4	8	3	1	6	998	3	1	6	998	6	6	1	1	3	6	998	2	3	1	 	8	8	 	8	5	2	 	99	1	2	 	5	88	5	5	5	5	5	5	5	8	2	4	5	1	4	1	1	2	3	7	3	0	0	8	8	8	8	 	 	 	 	8	8	8	8	0	0	0	0	2	1	 	 	3	2006	2	2	6	4	5	3	528639
229118	1997	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	198	1	1	1	1	2	2	 	 	 	4	1	1	4	1	1	1	3	1	1	1	1	2	 	1	1	1	0	 	 	 	 	 	 	2	1	1	1	2	1	3	 	1	88	2	2	1	1	1	1	1	2	2	1	2	2	3	99	3	2	9	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	6	5	8	2	2	2	 	 	3	2003	3	3	6	5	5	2	528639
229218	1966	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	1	2	1	1	1	2	1	1	1	1	2	 	2	1	2	1	1	 	 	1	 	 	1	2	1	2	5	1	2	 	1	2	1	1	1	1	1	4	1	1	1	1	2	2	3	2	3	2	2	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	4	1	6	4	5	8	454146
229318	1975	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	4	1	1	3	1	1	1	3	1	1	97	1	1	1	1	1	1	2	1	1	 	1	1	 	1	1	2	 	99	1	1	1	99	2	1	1	1	99	99	1	1	1	1	2	2	5	2	2	2	1	1	10	10	10	8	10	9	9	8	 	 	 	 	3	3	5	2	2	1	2	1	2	2	 	 	1	0	3	1	1	3	5	6	508153
229418	1954	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	1	2	1	1	1	97	1	1	1	1	1	2	1	1	 	1	1	 	2	2	2	 	99	4	2	 	1	1	1	1	1	1	1	1	2	7	2	2	1	5	1	1	1	1	9	9	9	9	9	9	8	9	8	 	 	 	 	7	5	7	4	8	8	9	8	1	2	 	 	1	0	4	1	1	4	5	10	504925
229518	1967	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	2	2	 	3	1	1	2	1	1	2	1	1	2	1	5	1	1	1	1	1	1	1	 	 	1	 	 	1	1	1	2	1	1	2	 	1	7	1	2	1	1	1	4	1	9	1	1	1	2	3	3	3	1	2	10	10	10	10	10	10	10	10	 	 	 	 	5	4	5	2	9	9	9	9	2	2	 	 	1	0	4	1	6	4	5	8	454146
229618	1960	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	 	1	1	 	1	1	2	 	99	1	1	1	99	1	1	1	1	1	1	5	1	1	4	1	1	2	2	2	1	1	3	7	7	7	6	9	7	9	9	 	 	 	 	8	7	8	7	4	4	4	4	2	99	 	 	1	0	3	1	6	3	5	9	454146
229718	1977	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	5	2	2	5	2	2	1	5	2	5	5	1	2	3	5	158	2	1	1	 	5	5	 	5	5	2	 	99	8	 	 	99	99	5	5	5	5	5	5	5	5	4	98	5	1	1	1	2	99	99	10	10	10	10	10	10	10	10	 	 	 	 	5	0	0	0	5	2	5	0	1	2	 	 	1	0	3	1	6	99	5	6	432479
229818	1968	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	3	1	1	99	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	 	 	1	 	 	1	1	2	 	99	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	9	9	9	8	9	9	9	7	 	 	 	 	0	0	0	0	4	0	0	0	2	1	 	 	1	0	3	1	1	1	5	7	504925
229918	2002	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	2	2	 	 	 	2	1	1	3	1	1	1	2	1	2	1	4	2	 	1	1	1	0	 	 	 	 	 	 	3	1	1	1	2	7	 	 	99	99	1	1	99	99	99	99	1	3	98	2	2	2	2	1	1	2	1	10	10	10	8	10	10	10	9	 	 	 	 	0	0	0	0	6	4	4	3	2	2	 	 	1	0	3	1	6	99	5	1	514808
230018	1993	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	99	3	1	1	1	1	2	 	 	 	3	3	2	1	3	2	1	3	3	99	97	1	3	 	 	 	 	0	 	 	 	 	 	 	3	2	2	 	99	2	 	 	99	99	3	3	2	2	2	4	3	3	1	2	2	2	2	2	2	1	9	10	10	10	8	10	10	10	9	 	 	 	 	5	0	4	0	8	5	8	4	2	2	 	 	1	0	4	1	1	99	5	2	539548
230118	1998	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	3	1	1	4	1	1	1	2	1	1	1	1	2	 	1	1	1	0	 	 	 	 	 	 	1	1	1	1	1	7	 	 	99	99	1	1	1	1	1	1	1	2	1	1	2	2	4	2	3	1	1	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	8	8	9	7	2	2	 	 	1	0	4	1	6	99	5	1	514808
230218	1970	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	0	 	 	 	 	 	 	1	1	2	 	99	2	3	 	3	1	1	1	1	1	1	1	1	1	1	1	1	2	4	3	3	1	3	10	10	10	10	10	10	10	10	 	 	 	 	3	1	6	6	0	0	0	0	1	1	 	 	1	0	3	1	6	5	5	7	454146
230318	1971	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	1	99	1	4	1	1	1	4	1	1	1	1	99	 	 	 	 	0	 	 	 	 	 	 	1	1	1	3	2	1	1	3	1	2	1	2	1	1	1	2	1	1	1	1	99	2	2	1	1	1	1	10	10	10	8	10	10	10	8	 	 	 	 	3	0	0	0	8	7	8	8	2	1	 	 	1	0	4	1	6	2	5	7	454146
